latitude,longitude,length_of_encounter_seconds
48.366667,-53.866667,300
41.2505556,-87.8313889,300
53.666667,-3,3600
37.6941667,-122.0852778,600
41.2505556,-87.8313889,60
41.3322222,-87.7852778,120
40.006496,-75.703274,300
41.42,-87.7416667,30
41.307809,-88.146724,5
46.6022222,-120.5047222,600
30.3116667,-95.4558333,300
27.2936111,-80.3505556,180
45.002567,-92.821496,300
40.8336111,-75.7141667,2
47.6588889,-117.425,1800
41.01111,-95.880842,600
32.7152778,-117.1563889,180
47.6588889,-117.425,10
47.6588889,-117.425,4
43.0480556,-76.1477778,2400
48.1958333,-114.3119444,4
32.990461,-117.168105,60
53.433333,-1.35,60
28.5380556,-81.3794444,900
33.9525,-84.55,90
26.1416667,-81.795,300
34.5794444,-118.1155556,120
32.514947,-117.038247,30
43.75,-79.2,3600
39.2191667,-121.06,540
37.2438889,-77.4105556,1800
40.0991667,-83.1141667,3
37.6144444,-93.4102778,480
39.5752778,-76.9961111,300
44.2619444,-88.4152778,300
26.912417,75.787288,120
31.2825,-86.2555556,5
42.8238889,-72.1816667,600
38.7358333,-85.38,120
39.5752778,-76.9961111,3600
27.0994444,-82.4544444,300
41.76,-70.0833333,1500
39.6291667,-75.6586111,240
40.7694444,-74.0208333,4
30.3933333,-86.4958333,1800
33.4502778,-82.1983333,60
48.5344444,-123.0158333,10
36.8466667,-76.2855556,60
64.133333,-21.933333,60
26.5625,-81.9497222,3600
47.7180556,-116.9505556,300
37.3394444,-121.8938889,60
38.6244444,-76.9394444,300
43.8261111,-111.7888889,3600
45.0083333,-96.4172222,60
33.7877778,-117.8522222,30
43.8261111,-111.7888889,300
33.415,-111.5488889,120
41.060222,-111.971053,60
36.1658333,-86.7844444,300
28.2486111,-81.2813889,60
40.4277778,-74.4163889,60
33.2486111,-111.6336111,180
61.5813889,-149.4394444,10
46.44,-122.8455556,300
20.6566667,-156.0586111,180
61.2180556,-149.9002778,300
61.2180556,-149.9002778,10
49.3,-124.316667,300
42.4394444,-83.7438889,1200
40.2269444,-78.9366667,300
40.178447,-74.021804,3600
39.7911111,-74.9294444,300
38.8338889,-104.8208333,120
14.083333,-87.216667,15
36.778261,-119.417932,10800
32.2986111,-90.1847222,120
44.1544444,-75.7091667,20
37.3341667,-79.5233333,3600
34.577321,-83.332385,180
29.1869444,-82.1402778,120
41.5775,-71.5380556,60
-33.46912,-70.641997,1200
44.7311111,-68.8269444,900
40.485,-106.8311111,15
43.3361111,-85.8108333,180
39.1619444,-84.4569444,300
32.5091667,-92.1191667,7200
39.0066667,-91.355,300
47.6063889,-122.3308333,20
34.1511111,-118.4483333,300
34.795,-90.9911111,1800
-23.55052,-46.633309,3600
32.890398,-87.114934,5
37.1297222,-80.4091667,120
29.6908333,-95.2088889,600
40.2736111,-76.8847222,300
34.7463889,-92.2894444,600
7.880448,98.39225,615
52.3,-1.116667,5
38.8461111,-77.3066667,1.5
30.3494444,-92.6713889,300
39.36069,-74.435443,3600
47.4927778,-112.3913889,600
49.883333,-97.166667,1200
25.7738889,-80.1938889,120
41.0997222,-80.6497222,10
-32.15,116,12
18.346111,-66.048611,120
35.9297222,-86.1816667,900
34.4838889,-114.3216667,1200
40.5983333,-124.1561111,120
37.9747222,-87.5558333,120
47.3144444,-116.5616667,1200
40.9955556,-82.6672222,5
42.230537,-83.74664,2
36.175,-115.1363889,120
52.516667,13.4,60
52.154461,-9.566863,40
35.2847222,-81.2841667,25
34.0633333,-117.65,25
39.9611111,-82.9988889,600
45.6388889,-122.6602778,5
33.8816667,-118.1161111,480
9.977844,-84.829421,3
45.5236111,-122.675,3600
21.161908,-86.851528,7200
53.533333,-1.116667,180
42.2222222,-71,1200
40.6975,-74.2636111,600
41.8238889,-71.4133333,120
40.4163889,-120.6519444,180
46.9005556,-102.045,300
34.1808333,-118.3080556,300
30.2383333,-90.92,120
47.4236111,-120.3091667,900
34.0522222,-118.2427778,2
51.266667,-114.016667,20
39.8855556,-104.9866667,600
-33.861481,151.205475,300
-34.477501,150.420395,120
37.775,-122.4183333,4
39.9522222,-75.1641667,120
39.2402778,-76.8397222,3600
38.8133333,-82.7269444,3
47.5708333,-120.6027778,300
38.9011111,-77.2655556,1
26.1902778,-97.6958333,1200
36.9613889,-120.0597222,180
25.686614,-100.316113,45
34.0752778,-84.2941667,120
34.2694444,-118.7805556,1200
39.9522222,-75.1641667,60
34.1169444,-83.5725,120
26.1272222,-80.2333333,90
32.7733333,-92.4055556,120
34.9244444,-80.7436111,60
33.854335,-112.125137,600
41.8005556,-73.1216667,240
39.7683333,-86.1580556,15
37.7975,-121.215,2700
37.7975,-121.215,2700
54.387039,-130.763003,30
46.020021,-83.731114,1800
41.6213889,-72.7461111,180
43.076408,-77.079471,4
35.6869444,-105.9372222,18
42.4644444,-83.3763889,300
43.6727778,-84.3805556,900
38.6786111,-121.7722222,300
39.7683333,-86.1580556,60
41.921142,-87.809227,600
40.0377778,-76.3058333,120
39.952335,-75.163789,900
25.9013889,-97.4972222,240
34.1866667,-118.4480556,780
34.1222222,-117.5972222,100
40.7141667,-74.0063889,12
41.5008333,-90.4441667,600
37.1811111,-79.6175,3600
56.533333,-79.233333,40
28.4952778,-81.535,60
39.7047222,-105.0808333,900
40.1672222,-105.1013889,300
35.1494444,-90.0488889,10
37.964253,-91.831833,120
37.8044444,-122.2697222,1
44.98,-93.2636111,3
33.9533333,-117.3952778,75
28.8355556,-82.3305556,75
39.3541667,-85.9666667,1200
52.399539,0.262363,600
64.227056,27.728601,120
35.4675,-97.5161111,15
55.8,-4.066667,300
43.1547222,-77.6158333,120
42.6875,-83.2341667,5
38.8461111,-77.3066667,300
47.9130556,-122.0969444,30
33.8352778,-117.9136111,180
51.379444,-2.365556,30
54.85,-1.833333,180
-36.84846,174.763332,2400
42.2208333,-70.9402778,300
55.933333,-4.75,60
55.833333,-4.25,300
34.036208,-117.784264,600
35.607603,-95.86027,15
42.3916667,-71.0333333,10
38.7955556,-77.6141667,900
39.5297222,-119.8127778,120
38.8875,-83.6144444,300
40.0336111,-76.5047222,180
42.3086111,-83.4822222,120
26.4611111,-80.0730556,7200
40.5291667,-75.3936111,1200
37.9513889,-91.7711111,900
30.4505556,-91.1544444,180
42.4666667,-70.95,900
-25.746111,28.188056,180
36.175,-115.1363889,180
27.0591667,-80.1366667,3600
64.8377778,-147.7163889,3600
37.725,-122.155,30
27.4986111,-82.575,1800
27.4986111,-82.575,300
33.4483333,-112.0733333,900
40.760779,-111.891047,2700
38.5788889,-122.5786111,2
40.5308333,-112.2975,180
39.1530556,-77.0672222,3
41.9902778,-70.9755556,120
36.5925,-78.6163889,10
47.6419444,-122.0791667,20
41.4927778,-75.7,120
39.2719444,-76.7322222,120
38.6272222,-90.1977778,90
39.0638889,-108.55,300
40.1741667,-75.1072222,15
28.0338889,-82.6652778,180
47.1041667,-122.4333333,90
40.5,-111.95,600
33.6694444,-117.8222222,300
40.2258333,-76.3027778,30
30.4547222,-90.5419444,600
26.9758333,-82.0908333,900
40.2066667,-75.1,60
40.155,-74.8291667,1500
39.1433333,-77.2016667,600
43.6136111,-116.2025,1500
40.7141667,-74.0063889,900
35.2333333,-106.6638889,180
43.6136111,-116.2025,1800
43.624076,6.694103,10
39.6133333,-105.0161111,300
30.4211111,-87.2169444,900
26.525,-80.0666667,300
47.6816667,-122.2075,900
37.7988889,-82.2869444,120
33.4483333,-112.0733333,900
38.6822222,-104.7002778,20
40.8175,-73.0005556,180
35.7719444,-87.7838889,300
30.1313889,-94.0152778,180
44.9430556,-123.0338889,180
42.2125,-88.1525,480
27.6383333,-80.3975,120
44.0547222,-70.7133333,300
10.639484,-61.409989,300
41.3855556,-72.4361111,120
42.5875,-72.6,2700
27.1972222,-80.2530556,240
44.3377778,-72.7566667,300
29.6513889,-82.325,60
42.2458333,-122.7875,420
41.0333333,-74.6388889,60
45.5608333,-94.1622222,20
33.1958333,-117.3786111,60
43.6136111,-116.2025,900
39.535,-119.7516667,300
38.2494444,-122.0388889,240
33.9830556,-118.0958333,60
46.3,-79.45,600
38.4405556,-122.7133333,120
27.273049,-80.358226,1800
45.333333,-75.9,600
27.9472222,-82.4586111,60
27.9472222,-82.4586111,60
36.9102778,-121.7558333,300
38.6402778,-92.1222222,120
50.35,-3.583333,3
41.1175,-73.4083333,120
41.1572222,-85.4883333,120
33.1958333,-117.3786111,600
42.7261111,-71.1913889,20
-32.366464,115.755576,180
41.79667,-71.448352,300
46.0688889,-87.1658333,1200
37.2638889,-122.0219444,180
33.170278,-111.572222,1800
41.4813889,-73.2136111,120
40.3275,-80.0397222,180
43.6630556,-116.6863889,600
36.0625,-94.1572222,300
42.586888,-82.919551,50
41.1769444,-112.0030556,2
44.26,-72.5758333,360
33.5386111,-112.1852778,600
44.2619444,-88.4152778,240
43.6136111,-116.2025,600
46.7313889,-117.1786111,300
43.5208333,-88.2288889,300
47.6063889,-122.3308333,240
36.0725,-79.7922222,60
40.7988889,-76.8625,60
45.8119444,-118.4894444,1800
43.6136111,-116.2025,300
43.0125,-83.6875,300
32.7252778,-114.6236111,300
41.6716667,-72.9497222,180
35.0844444,-106.6505556,60
42.3694444,-71.9486111,600
40.3769444,-111.795,120
35.0844444,-106.6505556,1800
30.7619444,-86.5705556,120
42.4666667,-70.95,300
25.686614,-100.316113,600
32.514947,-117.038247,300
47.7180556,-116.9505556,600
30.0797222,-95.4169444,120
33.7738889,-117.9405556,300
30.3319444,-81.6558333,90
29.9544444,-90.075,180
30.4752778,-90.1008333,600
44.0805556,-103.2305556,2400
27.9455556,-82.2580556,600
-33.932104,18.860152,300
30.275,-89.7811111,1500
33.4222222,-111.8219444,300
27.6383333,-80.3975,20
32.7152778,-117.1563889,1200
41.1016667,-80.7647222,300
35.443708,139.638026,1200
42.2711111,-89.0938889,60
34.8255556,-87.2947222,120
34.1975,-119.1761111,2
27.9472222,-82.4586111,300
44.5469444,-69.6216667,180
22.890533,-109.916737,45
39.0997222,-94.5783333,2400
35.9555556,-80.0055556,240
41.2813889,-73.4986111,60
-33.46912,-70.641997,900
38.4191667,-82.4452778,360
39.1619444,-84.4569444,300
37.934346,-121.312125,120
51.514125,-0.093689,120
60.1041667,-149.4422222,30
35.2269444,-80.8433333,30
34.0522222,-118.2427778,7200
39.0997222,-94.5783333,300
33.6116667,-111.7166667,10
54.983333,-2.433333,300
40.7608333,-111.8902778,4
41.4847222,-80.4377778,120
36.1658333,-86.7844444,3600
40.7583333,-82.5155556,360
41.1688889,-82.2180556,10
33.6680556,-117.3263889,600
28.9669444,-98.4783333,120
41.7002778,-73.9213889,35
38.7430556,-94.8252778,4
19.173494,-98.344439,3600
8.96096,-68.301144,2
25.7738889,-80.1938889,600
32.2216667,-110.9258333,4
42.3086111,-83.4822222,300
42.8863889,-78.8786111,180
38.6786111,-121.7722222,420
39.5144444,-76.4113889,2700
33.7488889,-84.3880556,2
37.431573,-78.656894,14400
41.6302778,-87.8538889,120
41.0263889,-73.6288889,300
53.2,-105.75,180
41.5563889,-95.8875,180
42.505237,-96.415471,120
49.25,-123.133333,45
-34.928661,138.598633,180
54.686111,-1.2125,600
37.9283333,-79.3194444,180
51.514125,-0.093689,300
46.2,-59.966667,10800
38.4277778,-82.4572222,30
38.6272222,-90.1977778,1
43.2813889,-83.5297222,60
40.6975,-74.2636111,60
34.0522222,-118.2427778,3
32.3908333,-110.9658333,150
42.1083333,-91.285,10
33.4483333,-112.0733333,900
61.2180556,-149.9002778,300
39.6552778,-106.8280556,2
35.4602778,-94.7872222,7200
49.25,-123.133333,180
41.3080556,-72.9286111,600
43.9,-78.683333,240
39.7683333,-86.1580556,360
45.012466,-92.991883,4
-34.891281,137.459394,60
41.4825,-73.41,3600
40.1497222,-77.1286111,900
52.133333,-106.666667,600
40.9133333,-77.7786111,180
29.945691,78.164248,120
39.8908333,-75.0733333,60
35.265,-116.0736111,45
44.0522222,-123.0855556,300
40.7266667,-73.6347222,4
33.7669444,-118.1883333,180
30.2238889,-92.0197222,300
42.6158333,-70.6625,300
51.05,-0.333333,30
22.986419,72.635522,300
42.9958333,-77.6458333,15
35.7063889,-81.2188889,5
30.4391667,-97.6197222,15
51.0046,-2.198083,120
6.524379,3.379206,120
61.2180556,-149.9002778,300
42.7977778,-83.705,600
39.760601,-86.526388,60
36.0397222,-114.9811111,120
33.886544,-118.097288,30
36.0652778,-119.0158333,300
43.0522222,-92.9483333,900
30.1586111,-85.6602778,15
40.7758333,-74.6011111,2400
-36.358459,146.320557,60
30.4211111,-87.2169444,120
29.5425,-90.3380556,180
41.85,-87.65,10
34.1808333,-118.3080556,180
52.574738,-1.323133,60
37.8144444,-82.8072222,2
43.038537,-72.813524,300
52.244384,0.716356,300
47.5675,-122.6313889,60
47.5675,-122.6313889,10
39.8722222,-75.3375,3
52.355518,-1.17432,20
52.552888,-2.02208,600
30.2669444,-97.7427778,60
51.514125,-0.093689,120
51.4,-1.2,120
40.0502778,-105.0494444,120
51.021111,-3.104722,120
27.3361111,-82.5308333,300
56.333333,-2.783333,240
44.4669444,-73.1713889,1800
29.5638889,-95.0252778,5
46.1469444,-122.9072222,180
52.466667,-1.916667,120
32.3475,-97.3863889,300
49.15,-123.916667,1200
42.4666667,-70.95,480
42.6555556,-70.6208333,60
52.416667,-1.55,5
47.8108333,-122.3761111,180
47.8108333,-122.3761111,1200
55.833333,-4.25,3600
52.966667,-1.166667,180
-35.280668,174.091034,240
45.45,-74.15,240
-26.66008,153.099533,300
40.8841667,-72.39,120
-26.699167,27.835556,10
36.3319444,-94.1183333,120
44.8547222,-93.4705556,3
31.537614,-84.094601,2
40.5,-111.95,300
39.9283333,-75.2741667,27
37.9175,-76.4725,30
44.7133333,-93.4225,240
45.5827778,-122.3522222,420
38.6635,-90.8184,90
26.2375,-80.125,120
20.296059,85.82454,2400
40.5,-111.95,2400
35.9605556,-83.9208333,600
27.4986111,-82.575,1800
40.8122222,-73.0788889,600
48.4758333,-122.3241667,600
38.3497222,-81.6327778,3600
42.1130556,-70.8125,3600
26.4611111,-80.0730556,600
28.565,-81.5863889,90
42.0083333,-91.6438889,50
46.5927778,-112.0352778,120
27.3361111,-82.5308333,12
41.7344444,-87.7313889,20
35.7330556,-81.3413889,120
39.6133333,-105.0161111,30
43.4138889,-71.9855556,180
40.6836111,-73.5105556,60
27.273049,-80.358226,180
27.495,-82.7111111,120
26.7052778,-80.0366667,600
28.8002778,-81.2733333,60
40.095,-75.6172222,7200
26.0108333,-80.1497222,120
64.8377778,-147.7163889,120
43.4802778,-72.3852778,300
38.7933333,-77.2719444,180
38.7933333,-77.2719444,180
30.2394444,-81.3858333,30
26.4611111,-80.0730556,300
46.107884,-60.378522,180
34.3916667,-118.5416667,180
45.3869444,-92.7475,300
44.9430556,-123.0338889,420
42.3683333,-83.3527778,720
41.6833333,-86.25,40
52.333333,-0.533333,30
42.9783333,-78.8,180
27.13,-80.8938889,360
44.8011111,-68.7783333,900
45.133333,-76.133333,10
40.2736111,-76.8847222,3
-28.780728,32.038286,120
41.7694444,-71.1291667,300
57.216667,-2.7,600
38.9338889,-76.8969444,25
41.6080556,-74.2994444,60
30.3341667,-81.3988889,720
40.0891667,-75.3963889,1200
41.6080556,-74.2994444,900
28.5152778,-82.5730556,240
40.8716667,-111.8913889,1425
44.766667,-79.933333,60
34.0522222,-118.2427778,600
38.7316667,-82.9977778,300
25.7738889,-80.1938889,30
38.6272222,-90.1977778,300
40.0377778,-76.3058333,900
26.9758333,-82.0908333,60
45.9266667,-116.1213889,30
39.6291667,-75.6586111,300
40.4330556,-74.2,300
26.2708333,-80.2708333,600
38.3030556,-77.4608333,120
37.3394444,-121.8938889,300
43.9680556,-88.9433333,900
34.1577778,-118.6375,900
38.8338889,-104.8208333,120
28.8002778,-81.2733333,300
53.352426,-113.415373,300
38.2319444,-81.5377778,5
43.2547222,-73.0991667,300
30.209496,-84.1888,960
40.5,-111.95,60
37.6688889,-122.0797222,120
40.3977778,-105.0744444,600
33.0580556,-112.0469444,300
39.9080556,-85.9227778,300
35.7883333,-83.5544444,300
38.4016667,-122.3597222,120
37.5058333,-77.6494444,180
28.5380556,-81.3794444,300
28.5380556,-81.3794444,600
43.333333,-79.883333,600
42.0027778,-71.5152778,180
38.5816667,-121.4933333,120
26.1,-80.4,90
33.6602778,-117.9983333,600
26.9758333,-82.0908333,40
40.8538889,-74.8294444,300
28.2713889,-82.7197222,600
35.0844444,-106.6505556,3000
35.2427778,-81.0375,120
39.7091667,-84.0633333,120
44.9444444,-93.0930556,35
42.0372222,-88.2811111,180
38.5816667,-121.4933333,120
44.7319444,-93.2175,30
33.5330556,-97.5563889,120
45.065521,-93.201891,480
43.681611,-80.027781,5
47.433333,11.25,900
34.0922222,-117.4341667,1800
33.1433333,-84.7419444,86400
33.5772222,-96.1780556,180
38.6369444,-77.3113889,45
61.3213889,-149.5677778,900
37.6391667,-120.9958333,30
40.625,-76.0608333,7200
31.554606,74.357158,30
38.4191667,-82.4452778,15
39.535,-119.7516667,360
45.6388889,-122.6602778,15
37.2152778,-93.2980556,40
34.155212,-92.59876,15
26.3583333,-80.0833333,2700
29.9544444,-90.075,20
40.717854,-73.774262,10800
40.717854,-73.774262,3600
40.7266667,-115.585,10800
45.5236111,-122.675,120
-27.56056,151.953857,7200
32.7152778,-117.1563889,10
33.359341,-111.45003,1800
45.5,-73.583333,20
43.0794444,-72.4263889,5
43.0794444,-72.4263889,5
42.083434,-71.018379,3
42.587915,-72.59941,3
44.1119444,-72.8563889,5
49.516667,-115.766667,2700
39.8877778,-75.3086111,45
40.9252778,-73.0477778,7
36.1658333,-86.7844444,300
21.3069444,-157.8583333,15
40.9252778,-73.0477778,6
30.3880556,-95.6961111,15
33.6694444,-117.8222222,1200
51.514125,-0.093689,600
53.5,-2.216667,5
32.7252778,-97.3205556,900
35.007752,-97.092877,2
44.05,-79.45,2700
38.7072222,-121.28,240
43.9747222,-75.9111111,420
39.7091667,-84.0633333,1800
39.7091667,-84.0633333,1800
38.317271,-88.90312,600
47.44732,-122.45985,60
42.0502778,-90.4138889,900
38.3397222,-122.7,3600
26.5625,-81.9497222,2
38.0194444,-122.1330556,300
50.833333,-119,3600
37.0058333,-121.5672222,600
50.833333,-119,37800
50.833333,-119,37800
28.5997222,-81.3394444,2187
34.7694444,-92.2669444,7200
11.016845,76.955832,120
27.3361111,-82.5308333,240
43.666667,-79.416667,6
43.8441667,-88.96,37800
16.414106,99.771069,2700
41.1769444,-75.4183333,5
33.577735,-111.925048,30
46.7163889,-122.9530556,180
44.3097222,-73.2613889,60
20.5333,76.1833,30
49.766667,-119.75,600
41.921142,-87.809227,600
41.0936111,-89.8647222,300
28.5380556,-81.3794444,15
35.7719444,-78.6388889,10
35.466667,44.316667,75
37.1041667,-113.5833333,5
55.833333,-4.25,120
30.2238889,-92.0197222,5
35.4675,-97.5161111,120
43.85,-79.016667,120
42.4391667,-123.3272222,420
50.466667,7.733333,12
46.041375,-120.187974,120
47,-121,300
36.8252778,-119.7019444,10
-9.649849,-35.708949,3
33.6694444,-117.8222222,180
51.833333,-2.166667,480
38.9541667,-119.7647222,300
28.0219444,-81.7330556,1800
51.433333,-1,180
33.9533333,-117.3952778,180
29.5438889,-98.9227778,900
39.5297222,-119.8127778,2
40.4405556,-79.9961111,120
47.2530556,-122.4430556,900
45.6388889,-122.6602778,20
60.7922222,-161.7558333,90
45.483333,-75.65,10
52.133333,-0.45,120
12.971599,77.594563,30
56.5,-2.966667,900
48.464717,35.046183,300
26.1219444,-80.1436111,5
37.8044444,-122.2697222,45
32.7266667,-113.7544444,3000
36.7477778,-119.7713889,15
39.5297222,-119.8127778,5
43.316667,-79.8,300
-39.492844,176.912018,480
33.8352778,-117.9136111,5
39.0286111,-96.8311111,180
28.555,-82.3880556,900
47.6063889,-122.3308333,180
42.6525,-73.7566667,3
29.7630556,-95.3630556,30
26.1416667,-81.795,30
34.1722222,-118.3780556,120
43.8736111,-116.4983333,180
39.6927778,-77.745,60
43.3772222,-73.6136111,180
42.8863889,-78.8786111,10
35.7452778,-81.685,300
42.4605556,-83.6516667,15
45.45,-74.15,420
43.75,-79.2,60
43.8338889,-87.82,480
40.7141667,-74.0063889,1200
42.049196,-91.681525,60
44.4375,-73.0686111,120
45.5947222,-121.1775,600
45.899247,6.129384,2
41.995,-88.1855556,300
35.0988889,-120.6113889,5
35.8455556,-86.3902778,5
32.8786111,-82.4738889,60
38.6272222,-90.1977778,15
34.7463889,-92.2894444,180
33.2558333,-116.3741667,20
47.1855556,-122.2916667,180
38.8105556,-90.6997222,45
39.1836111,-96.5713889,4
38.7838889,-90.4811111,10
38.9516667,-92.3338889,45
34.0752778,-84.2941667,1200
39.0916667,-104.8722222,780
61.2180556,-149.9002778,300
41.1383333,-81.8638889,8
-33.861481,151.205475,600
39.9611111,-82.9988889,180
40.9252778,-74.2769444,20
34.0522222,-118.2427778,1
40.66,-111.9955556,120
26.525,-80.0666667,90
30.4063889,-87.6836111,300
34.3113889,-89.9441667,600
39.1625,-76.625,180
33.8958333,-118.2191667,90
52.12785,1.435047,7200
-23.119252,150.745403,600
40.4405556,-79.9961111,900
49.883333,-97.166667,900
36.778261,-119.417932,5
47.6588889,-117.425,7200
43.0238889,-70.9141667,30
-43.532054,172.636225,12
41.7688889,-87.8577778,300
43.2344444,-70.81,1800
25.8572222,-80.2783333,350
39.5297222,-119.8127778,240
44.9430556,-123.0338889,7200
33.011369,-115.473355,300
34.3541667,-119.0583333,30
19.621111,-155.041667,600
57.05003,-3.036649,180
43.5008333,-70.4433333,180
53.8,-1.583333,6
44.7736111,-85.4038889,40
44.9741667,-93.5063889,900
29.1894444,-98.8622222,600
38.6411111,-75.6113889,300
33.4483333,-112.0733333,60
45.46,-73.85,5
37.5155556,-92.1388889,600
43.1863889,-77.8041667,600
33.6888889,-78.8869444,600
34.3697222,-83.2352778,180
34.1283333,-117.2077778,155
52.785804,6.897585,900
40.31,-75.1302778,3600
34.0027778,-84.1447222,1800
36.2063889,-81.0038889,1200
42.1816667,-88.3302778,2
42.5277778,-70.9291667,600
21.3069444,-157.8583333,300
38.8794444,-82.9969444,3600
38.8794444,-82.9969444,3600
40.9252778,-74.2769444,2400
44.0583333,-121.3141667,30
38.6591667,-87.1727778,30300
27.4952778,-81.4411111,30
47.4236111,-120.3091667,240
38.5816667,-121.4933333,15
38.8461111,-77.3066667,12
39.2402778,-76.8397222,2
34.8897222,-82.9766667,3600
41.88,-88.0077778,60
42.3041667,-73.2486111,300
39.1836111,-96.5713889,180
33.0197222,-96.6986111,3
26.625,-81.625,15
35.0875,-84.0347222,30
35.8938889,-80.5616667,120
46.216667,-63.483333,3600
43.463518,-114.2606,2
32.7152778,-117.1563889,600
38.4222222,-83.7338889,300
37.5536111,-77.4605556,1
32.4580556,-83.7316667,900
52.5,-3,300
37.1041667,-113.5833333,7
33.6083333,-117.7444444,120
32.9536111,-96.89,1085
43.962178,-72.704649,1800
32.9125,-96.6386111,600
33.4483333,-112.0733333,2880
53.716667,-0.333333,300
50.9,-1.4,4
34.0522222,-118.2427778,1800
33.9533333,-117.3952778,300
45.5608333,-94.1622222,3600
33.5225,-117.7066667,45
35.108493,-77.044114,20
38.550358,-82.777944,345600
28.5555556,-82.4505556,2
33.6125,-117.7119444,180
26.3583333,-80.0833333,10
33.94,-118.1316667,2
38.7072222,-77.0233333,1200
43.9,-78.866667,5
39.8744444,-76.8661111,300
39.8744444,-76.8661111,45
26.0027778,-80.2241667,60
34.0522222,-118.2427778,1200
33.2441667,-86.8163889,1800
42.4,-82.183333,300
34.09,-117.8894444,120
37.5483333,-121.9875,1200
32.2216667,-110.9258333,120
35.048665,-106.616704,5
38.4405556,-122.7133333,20
38.3697222,-90.3783333,15
33.8491667,-118.3875,7
39.9166667,-75.3880556,45
38.8966667,-121.0758333,60
38.7583333,-104.7425,20
47.1855556,-122.2916667,3
39.645,-106.5936111,300
40.1438889,-75.1161111,5
39.7458333,-75.5469444,1810
32.7152778,-117.1563889,300
36.175,-115.1363889,900
27.243935,-80.829783,480
40.7141667,-74.0063889,30
30.4063889,-87.6836111,240
43.3855556,-84.8355556,2700
36.0247222,-78.4747222,300
28.6416667,-81.1236111,600
47.6588889,-117.425,900
26.2375,-80.125,300
33.4708333,-81.975,120
39.4408333,-78.9741667,120
46.5927778,-112.0352778,3
42.2958333,-71.7133333,300
45.0083333,-96.4172222,120
38.9605556,-89.0936111,600
40.6083333,-75.4905556,1200
45.0083333,-96.4172222,120
27.2936111,-80.3505556,600
40.7038889,-105.0080556,1500
42.7761111,-71.0777778,60
32.2216667,-110.9258333,120
33.2,-117.2416667,600
33.9525,-84.55,600
34.2083333,-77.7966667,600
44.8877778,-94.3694444,120
27.9091667,-82.7875,3600
39.0061111,-77.4288889,660
36.6777778,-121.6544444,600
33.3763889,-117.2502778,60
33.5602778,-81.7197222,30
46.8722222,-113.9930556,300
40.4416667,-75.3419444,300
38.4405556,-122.7133333,8
44.0216667,-92.4697222,7200
26.9758333,-82.0908333,180
33.8905556,-78.5686111,120
36.778261,-119.417932,20
45.3338889,-96.7627778,5
41.4208333,-90.015,60
43.0730556,-89.4011111,3600
43.0730556,-89.4011111,3600
41.5833333,-87.5,60
42.2625,-71.8027778,15
32.4672222,-88.6022222,300
43.025,-78.3980556,300
32.8233333,-97.1702778,1
42.2711111,-89.0938889,1200
32.7591667,-97.7969444,900
28.5997222,-81.3394444,3
32.216316,-80.752608,1800
33.9966667,-77.9075,300
42.6605556,-78.0858333,600
32.7833333,-96.8,120
40.743756,-122.404713,5
41.7886111,-89.6961111,1200
41.5102778,-112.0147222,1800
5.976474,116.115777,120
41.973312,-88.298937,300
39.360266,-104.596915,120
28.0391667,-81.95,60
47.5675,-122.6313889,8100
48.55,-109.6833333,300
35.43752,-106.124591,600
32.5630556,-97.1413889,6
35.845621,-86.39027,0.3
29.7630556,-95.3630556,660
37.004245,-110.173478,20
42.2041667,-72.6166667,45
33.8313889,-118.2811111,30
34.1477778,-118.1436111,2
32.2216667,-110.9258333,2700
31.6830556,-92.1336111,1200
29.7630556,-95.3630556,10
32.9480556,-96.7294444,180
43.2505556,-89.5013889,120
41.0602778,-111.9702778,10
53,-2.183333,4
34.7463889,-92.2894444,10
51.89408,-102.259836,1800
43.950567,-86.101657,60
40.9275,-73.9977778,30
42.4927778,-92.3427778,3
47.2530556,-122.4430556,30
46.22,-63.1,900
40.7616667,-73.3297222,30
47.3052778,-68.1525,600
47.3052778,-68.1525,600
38.5280556,-81.6311111,180
41.85,-87.65,15
40.868788,-73.061533,540
37.2938889,-87.1233333,20
39.5491667,-76.0919444,3600
39.4666667,-87.4138889,900
34.005,-118.8091667,60
32.434046,34.919652,7200
40.5133333,-79.88,90
40.1302778,-75.5152778,1200
38.3497222,-81.6327778,180
42.8744444,-71.1816667,1200
53.888996,-2.633778,7200
30.2669444,-97.7427778,300
28.5380556,-81.3794444,30
54.916667,-98.633333,5
21.161908,-86.851528,5
40.5852778,-105.0838889,5
36.8744444,-94.8772222,300
39.1433333,-77.2016667,10
42.6658333,-74.31,60
30.1763889,-85.8055556,2160
18.533333,-68.366667,600
44.314844,-85.602364,600
34.0027778,-84.1447222,3
40.6213889,-79.1527778,3600
33.6602778,-117.9983333,300
35.3733333,-119.0177778,360
40.3969444,-79.1519444,1200
40.5813889,-79.5666667,7200
41.8633333,-84.2363889,2
38.2325,-122.6355556,600
52.966667,-1.166667,300
28.1758333,-80.5902778,7200
31.6033333,-94.6552778,4
28.9825,-95.9691667,900
40.3061111,-121.0047222,300
41.2586111,-95.9375,2
45.8202778,-88.0658333,30
39.3,-85.2222222,1
46.7722222,-67.8344444,15
53.983333,-1.533333,900
35.278417,-93.133786,300
40.6936111,-89.5888889,600
